AV_x,AV_y,AV_steer,AV_vel,AV_yaw,npc_x,npc_y,Rollout_num,is_attack
142.9,-131.03,-0.03,5.55,-0.02,154.96,-133.44,2,0
144,-131.05,0.05,5.55,-0.01,155.56,-133.44,2,0
145.23,-131.05,0.01,5.55,0.01,156.22,-133.44,2,0
146.34,-131.06,-0.01,5.52,0.01,156.82,-133.44,2,0
147.53,-131.05,-0.01,5.55,0.01,157.48,-133.44,2,0
148.76,-131.03,-0.03,5.52,0.01,158.14,-133.44,2,0
149.87,-131.05,-0.01,5.55,-0.01,158.74,-133.45,2,0
151.08,-131.05,0.02,5.55,-0.01,159.4,-133.45,2,0
152.29,-131.05,0.02,5.52,-0.01,160.06,-133.45,2,0
153.51,-131.05,0.01,5.55,-0.01,160.72,-133.45,2,0
154.61,-131.07,0.02,5.52,-0.01,161.32,-133.45,2,0
155.84,-131.06,-0.01,5.52,0.01,161.98,-133.45,2,0
157.07,-131.05,-0.02,5.55,-0.01,162.64,-133.45,2,0
158.17,-131.07,-0.02,5.55,-0.01,163.24,-133.45,2,0
159.38,-131.06,0.02,5.55,-0.01,163.9,-133.45,2,0
160.62,-131.07,-0.02,5.51,0.01,164.56,-133.45,2,0
161.72,-131.08,-0.02,5.55,-0.01,165.16,-133.45,2,0
162.94,-131.07,0.03,5.55,0.01,165.82,-133.45,2,0
164.16,-131.07,-0.02,5.55,0.01,166.48,-133.45,2,0
165.38,-131.06,-0.01,5.55,0.01,167.14,-133.45,2,0
166.48,-131.07,-0.03,5.55,0.01,167.74,-133.45,2,0
167.59,-131.05,-0.01,5.55,-0.01,168.34,-133.45,2,0
168.79,-131.05,0.01,5.52,0.01,169,-133.45,2,0
170.01,-131.04,0.03,5.55,0.01,169.66,-133.45,2,0
171.24,-131.05,0.02,5.55,0.02,170.32,-133.45,2,0
172.47,-131.04,-0.02,5.55,0.01,170.98,-133.45,2,0
173.57,-131.04,-0.03,5.55,-0.01,171.58,-133.45,2,0
174.78,-131.03,0.01,5.55,-0.02,172.24,-133.45,2,1
175.33,-131.06,-0.01,5.55,-0.02,172.54,-133.45,2,1
177.12,-131.08,0.03,5.55,-0.01,173.5,-133.45,2,0
178.34,-131.06,0.01,5.55,0.01,174.16,-133.45,2,0
179.45,-131.08,-0.01,5.55,0.01,174.76,-133.45,4,0
180.66,-131.07,-0.1,5.55,-0.02,175.42,-133.45,4,0
181.89,-131.13,-0.19,5.55,-0.09,176.08,-133.45,4,0
183.08,-131.29,-0.19,5.55,-0.19,176.74,-133.45,4,0
184.18,-131.51,-0.11,5.55,-0.25,177.34,-133.45,4,0
185.24,-131.79,-0.02,5.55,-0.28,177.94,-133.45,4,0
186.4,-132.14,0.08,5.52,-0.27,178.6,-133.45,4,0
187.58,-132.43,0.15,5.55,-0.22,179.26,-133.45,4,0
188.8,-132.68,0.09,5.55,-0.16,179.92,-133.45,4,0
189.89,-132.81,0.06,5.53,-0.13,180.52,-133.46,4,0
191.1,-132.95,-0.01,5.52,-0.12,181.18,-133.46,4,0
192.19,-133.09,0.03,5.55,-0.11,181.78,-133.46,4,0
193.29,-133.17,0.05,5.52,-0.09,182.38,-133.46,4,0
194.51,-133.28,0.06,5.55,-0.07,183.04,-133.46,4,0
195.63,-133.32,0.07,5.55,-0.05,183.64,-133.46,4,0
196.83,-133.37,0.04,5.52,-0.03,184.3,-133.46,4,0
198.05,-133.4,0.03,5.51,-0.02,184.96,-133.46,4,0
199.27,-133.38,0.01,5.55,-0.01,185.62,-133.46,4,0
200.38,-133.4,-0.03,5.55,-0.02,186.22,-133.46,4,0
201.61,-133.42,0.01,5.52,-0.02,186.88,-133.46,4,0
202.71,-133.42,0.02,5.55,-0.01,187.48,-133.46,4,0
203.82,-133.46,0.02,5.55,-0.01,188.08,-133.46,4,0
204.94,-133.44,0.02,5.55,0.01,188.68,-133.46,4,0
206.15,-133.44,-0.03,5.55,0.01,189.34,-133.46,4,0
207.37,-133.45,-0.04,5.55,-0.01,190,-133.46,4,0
208.48,-133.47,0.01,5.52,-0.02,190.6,-133.46,4,0
209.69,-133.46,0.01,5.52,-0.01,191.26,-133.46,4,0
210.9,-133.48,0.03,5.55,-0.01,191.92,-133.46,4,0
212.02,-133.48,0.02,5.55,0.01,192.52,-133.46,4,0
213.22,-133.48,-0.04,5.55,0.01,193.18,-133.46,4,0
214.46,-133.47,-0.01,5.52,-0.01,193.84,-133.46,4,0
215.56,-133.49,0.01,5.55,-0.01,194.44,-133.46,4,0
216.77,-133.51,0.02,5.53,-0.01,195.1,-133.46,4,0
101.99,-133.43,0.08,1.5,-0.01,127.25,-133.3,4,0
102.29,-133.44,0.2,1.68,0.01,127.4,-133.31,2,0
102.69,-133.43,0.45,1.9,0.05,127.74,-133.31,2,0
103.08,-133.39,0.26,2.04,0.11,128.17,-133.31,2,0
103.53,-133.34,0.27,2.17,0.14,128.78,-133.31,0,0
103.95,-133.26,0.24,2.32,0.19,129.38,-133.31,0,0
104.43,-133.17,0.3,2.49,0.24,129.98,-133.31,0,0
104.99,-133.02,-0.12,2.68,0.27,130.64,-133.31,1,0
105.53,-132.88,-0.23,2.89,0.22,131.24,-133.31,1,0
106.18,-132.76,-0.03,3.1,0.18,131.9,-133.32,1,0
106.78,-132.64,0.05,3.25,0.19,132.5,-133.32,1,0
107.5,-132.53,0.16,3.44,0.21,133.16,-133.33,1,0
108.16,-132.37,0.12,3.57,0.25,133.76,-133.33,1,0
108.85,-132.17,0.07,3.72,0.28,134.36,-133.34,1,0
109.67,-131.94,0.06,3.92,0.3,135.02,-133.35,1,0
110.43,-131.7,0.03,4.08,0.32,135.62,-133.35,1,0
111.29,-131.42,0.02,4.23,0.33,136.28,-133.36,1,0
112.2,-131.12,-0.02,4.41,0.33,136.94,-133.37,1,0
113.03,-130.83,-0.1,4.56,0.32,137.54,-133.38,1,0
114.03,-130.53,-0.22,4.79,0.26,138.2,-133.39,1,0
115.07,-130.31,-0.27,4.93,0.16,138.86,-133.4,2,0
116.16,-130.21,-0.32,5.16,0.04,139.52,-133.4,2,0
117.22,-130.25,-0.24,5.34,-0.08,140.12,-133.41,2,0
118.38,-130.38,-0.14,5.49,-0.15,140.78,-133.42,2,0
119.6,-130.55,-0.05,5.51,-0.18,141.44,-133.42,2,0
120.8,-130.79,0.05,5.55,-0.17,142.1,-133.43,2,0
121.87,-130.95,0.13,5.55,-0.12,142.7,-133.43,2,0
123.08,-131.02,0.15,5.55,-0.02,143.36,-133.44,2,0
124.32,-130.99,0.07,5.55,0.06,144.02,-133.44,2,0
125.42,-130.92,-0.02,5.53,0.09,144.62,-133.44,2,0
126.65,-130.82,-0.11,5.55,0.08,145.28,-133.44,2,0
127.75,-130.75,-0.19,5.54,0.03,145.88,-133.44,2,0
128.95,-130.76,-0.14,5.52,-0.04,146.54,-133.44,2,0
130.18,-130.85,-0.06,5.55,-0.08,147.2,-133.44,2,0
131.38,-130.94,0.02,5.55,-0.07,147.86,-133.44,2,0
132.48,-130.99,0.06,5.52,-0.05,148.46,-133.44,2,0
133.71,-131.02,0.05,5.55,-0.02,149.12,-133.44,2,0
134.82,-131.04,0.05,5.55,0.01,149.72,-133.44,2,0
135.93,-131.02,-0.01,5.55,0.02,150.32,-133.44,2,0
137.05,-131,-0.04,5.55,0.01,150.92,-133.44,2,0
138.27,-131.03,0.01,5.52,-0.01,151.58,-133.44,2,0
139.36,-131.03,0.02,5.55,-0.01,152.18,-133.44,2,0
140.49,-131.02,0.01,5.55,0.01,152.78,-133.44,2,0
141.7,-131.03,-0.01,5.55,-0.01,153.44,-133.44,2,0
142.93,-131.04,0.01,5.52,-0.01,154.1,-133.44,2,0
144,-131.04,0.01,5.51,-0.01,154.7,-133.44,2,0
145.25,-131.02,0.01,5.53,-0.01,155.36,-133.44,2,0
146.46,-131.06,0.01,5.55,-0.01,156.02,-133.44,2,0
147.68,-131.04,0.01,5.52,0.01,156.68,-133.44,2,0
148.77,-131.02,-0.01,5.55,0.01,157.28,-133.44,2,0
150,-131.05,-0.02,5.55,0.01,157.94,-133.44,2,0
151.11,-131.03,-0.02,5.55,-0.01,158.54,-133.45,2,0
152.3,-131.05,0.03,5.53,-0.01,159.2,-133.45,2,0
153.54,-131.04,-0.01,5.55,0.01,159.86,-133.45,2,0
154.65,-131.03,-0.01,5.53,0.01,160.46,-133.45,2,0
155.85,-131.04,0.01,5.55,-0.01,161.12,-133.45,2,0
156.96,-131.04,0.01,5.55,0.01,161.72,-133.45,2,0
158.08,-131.02,-0.02,5.55,-0.01,162.32,-133.45,2,0
159.3,-131.05,-0.01,5.55,-0.01,162.98,-133.45,2,0
160.52,-131.04,-0.01,5.52,-0.01,163.64,-133.45,2,0
161.62,-131.05,0.01,5.55,-0.01,164.24,-133.45,2,0
162.84,-131.06,0.02,5.55,0.01,164.9,-133.45,2,0
164.06,-131.06,0.01,5.53,0.01,165.56,-133.45,2,0
165.16,-131.07,-0.01,5.52,0.01,166.16,-133.45,2,0
166.36,-131.05,0.01,5.52,-0.01,166.82,-133.45,2,0
167.6,-131.05,-0.01,5.55,0.01,167.48,-133.45,4,0
168.71,-131.05,-0.07,5.51,-0.02,168.08,-133.45,4,0
169.94,-131.09,-0.16,5.55,-0.07,168.74,-133.45,4,0
170.94,-131.2,-0.17,5.52,-0.15,169.34,-133.45,4,0
171.31,-131.25,-0.19,0,-0.19,169.94,-133.45,4,0
171.36,-131.26,-0.26,0,-0.19,170.6,-133.45,4,0
171.34,-131.25,0.02,0,-0.19,171.2,-133.45,4,0
171.36,-131.27,0.28,0,-0.19,171.86,-133.45,4,0
171.36,-131.25,-0.45,0,-0.19,172.46,-133.45,4,0
171.35,-131.27,0.11,0,-0.19,173.12,-133.45,4,0
171.36,-131.27,0.04,0,-0.19,173.72,-133.45,4,0
171.36,-131.25,-0.36,0,-0.19,174.38,-133.45,4,0
171.35,-131.27,0.1,0,-0.19,175.04,-133.45,4,0
171.37,-131.27,0.13,0,-0.19,175.7,-133.45,4,0
171.35,-131.27,0.13,0,-0.19,176.3,-133.45,4,0
171.37,-131.27,0.03,0,-0.19,176.96,-133.45,4,0
171.35,-131.28,0.08,0,-0.19,177.56,-133.45,4,0
171.49,-131.29,0.45,1.16,-0.16,178.22,-133.45,1,0
171.75,-131.31,0.45,1.35,-0.12,178.82,-133.45,1,0
172.01,-131.34,0.45,1.48,-0.07,179.42,-133.45,1,0
172.36,-131.35,0.34,1.62,-0.01,180.08,-133.46,1,0
172.71,-131.38,0.38,1.78,0.05,180.68,-133.46,1,0
173.03,-131.34,0.27,1.95,0.1,181.28,-133.46,1,0
173.5,-131.28,0.11,2.13,0.13,181.94,-133.46,1,0
173.98,-131.2,0.08,2.32,0.16,182.6,-133.46,1,0
174.45,-131.14,0.05,2.44,0.17,183.2,-133.46,1,0
174.94,-131.03,-0.27,2.57,0.16,183.8,-133.46,2,0
175.52,-130.99,-0.37,2.75,0.08,184.46,-133.46,2,0
176.13,-130.96,-0.21,2.91,-0.01,185.12,-133.46,2,0
176.73,-130.95,-0.1,3.05,-0.04,185.72,-133.46,2,0
177.34,-130.99,0.02,3.21,-0.04,186.32,-133.46,2,0
178.07,-131.01,0.01,3.37,-0.04,186.98,-133.46,2,0
178.81,-131.05,0.07,3.53,-0.03,187.64,-133.46,2,0
179.53,-131.07,0.06,3.67,-0.02,188.24,-133.46,2,0
180.27,-131.08,0.02,3.84,-0.01,188.84,-133.46,2,0
181.13,-131.08,0.04,4.03,-0.01,189.5,-133.46,2,0
182.03,-131.08,0.05,4.18,0.01,190.16,-133.46,2,0
182.98,-131.07,0.03,4.37,0.01,190.82,-133.46,2,0
183.87,-131.07,-0.03,4.49,0.01,191.42,-133.46,2,0
184.77,-131.06,0.01,4.65,0.01,192.02,-133.46,2,0
185.82,-131.04,-0.01,4.83,0.01,192.68,-133.46,2,0
186.88,-131.05,-0.01,5,0.01,193.34,-133.46,2,0
187.88,-131.05,-0.01,5.15,0.01,193.94,-133.46,2,0
189.03,-131.07,0.01,5.31,-0.01,194.6,-133.46,2,0
190.1,-131.06,0.01,5.46,-0.01,195.2,-133.46,2,0
191.21,-131.06,0.01,5.55,0.01,195.8,-133.46,2,0
192.44,-131.04,-0.02,5.53,0.01,196.46,-133.46,2,0
193.65,-131.06,-0.02,5.55,-0.01,197.12,-133.46,2,0
194.75,-131.07,0.02,5.55,-0.01,197.72,-133.46,2,0
195.96,-131.08,0.02,5.55,-0.01,198.38,-133.46,2,0
197.18,-131.08,0.01,5.55,-0.01,199.04,-133.46,2,0
198.41,-131.06,-0.01,5.55,0.01,199.7,-133.46,2,0
199.5,-131.07,-0.01,5.55,0.01,200.3,-133.46,2,0
200.75,-131.06,0.01,5.55,-0.01,200.96,-133.46,2,0
201.82,-131.08,-0.02,5.55,-0.01,201.56,-133.46,2,0
202.93,-131.07,0.01,5.55,-0.01,202.16,-133.46,2,0
204.06,-131.1,0.03,5.52,-0.01,202.76,-133.47,2,0
205.28,-131.07,0.01,5.53,0.01,203.42,-133.47,2,0
206.37,-131.09,-0.06,5.52,0.01,204.02,-133.47,2,1
207.39,-131.08,-0.05,5.53,-0.03,204.56,-133.47,2,1
209.13,-131.14,0.06,5.55,-0.02,205.52,-133.47,2,0
210.12,-131.13,-0.07,3.99,-0.01,206.12,-133.47,4,0
211.02,-131.15,-0.24,4.12,-0.05,206.78,-133.47,4,0
211.85,-131.24,-0.24,4.29,-0.13,207.38,-133.47,4,0
212.7,-131.34,-0.18,4.44,-0.19,207.98,-133.47,4,0
213.66,-131.58,-0.05,4.59,-0.23,208.64,-133.47,4,0
214.58,-131.79,0.06,4.73,-0.22,209.24,-133.47,4,0
215.5,-131.99,0.06,4.91,-0.19,209.84,-133.47,4,0
216.41,-132.11,-0.23,1.67,-0.17,210.5,-133.47,4,0
216.56,-132.16,-0.18,0,-0.18,211.1,-133.47,4,0
216.71,-132.2,0.29,0,-0.18,211.7,-133.47,4,0
216.79,-132.21,0.25,0,-0.18,212.3,-133.47,4,0
216.83,-132.19,-0.32,0,-0.19,212.96,-133.47,4,0
216.82,-132.2,-0.25,0,-0.19,213.56,-133.47,4,0
216.81,-132.2,0.03,0,-0.19,214.22,-133.47,4,0
216.8,-132.2,0.04,0,-0.19,214.82,-133.47,4,0
216.8,-132.2,-0.38,0,-0.19,215.42,-133.47,4,0
216.8,-132.21,-0.07,0,-0.19,216.02,-133.47,4,0
216.82,-132.2,-0.26,0,-0.19,216.62,-133.47,4,0
216.82,-132.2,-0.23,0,-0.19,217.28,-133.47,4,0
216.81,-132.2,-0.03,0,-0.19,217.88,-133.47,4,0
216.82,-132.21,-0.05,0,-0.19,218.48,-133.47,4,0
216.82,-132.21,-0.1,0,-0.19,219.14,-133.47,4,0
216.81,-132.2,0.07,0,-0.19,219.74,-133.47,4,0
216.82,-132.2,-0.28,0,-0.19,220.4,-133.47,4,0
216.82,-132.22,0.33,0,-0.19,221,-133.47,4,0
216.82,-132.21,0.34,0,-0.19,221.66,-133.47,4,0
216.81,-132.21,0.07,0,-0.19,222.32,-133.47,4,0
216.8,-132.19,-0.25,0,-0.19,222.98,-133.47,4,0
216.87,-132.19,0.45,1.09,-0.18,223.58,-133.47,0,0
217.13,-132.25,0.45,1.25,-0.13,224.24,-133.47,0,0
217.43,-132.28,0.35,1.45,-0.07,224.9,-133.48,1,0
217.72,-132.29,0.4,1.59,-0.02,225.5,-133.48,0,0
218.04,-132.3,0.45,1.75,0.05,226.1,-133.48,0,0
218.46,-132.25,0.18,1.94,0.09,226.76,-133.48,1,0
218.89,-132.22,0.37,2.1,0.12,227.42,-133.48,0,0
219.31,-132.17,0.27,2.25,0.18,228.02,-133.48,1,0
219.83,-132.07,-0.12,2.42,0.19,228.68,-133.48,1,0
220.32,-131.98,-0.12,2.56,0.17,229.28,-133.48,1,0
220.86,-131.88,-0.04,2.73,0.16,229.94,-133.48,1,0
221.48,-131.79,-0.01,2.87,0.16,230.6,-133.48,1,0
222.13,-131.68,0.06,3.06,0.17,231.26,-133.48,1,0
222.79,-131.58,0.13,3.25,0.19,231.92,-133.48,1,0
223.5,-131.44,0.06,3.34,0.21,232.58,-133.48,1,0
224.23,-131.28,0.04,3.51,0.22,233.24,-133.48,1,0
224.99,-131.1,-0.19,3.7,0.2,233.9,-133.48,2,0
225.83,-130.98,-0.34,3.88,0.12,234.56,-133.48,2,0
226.59,-130.93,-0.28,4.04,0.02,235.16,-133.48,2,0
227.44,-130.93,-0.14,4.2,-0.05,235.76,-133.48,2,0
228.35,-131,0.02,4.43,-0.07,236.42,-133.48,2,0
229.34,-131.07,0.09,4.59,-0.05,237.08,-133.48,2,0
230.25,-131.09,0.06,4.72,-0.03,237.68,-133.48,2,0
231.22,-131.11,0.04,4.85,-0.01,238.28,-133.48,2,0
232.3,-131.11,0.01,4.99,0.01,238.94,-133.48,2,0
233.3,-131.11,-0.01,5.17,0.01,239.54,-133.48,2,0
234.36,-131.11,-0.01,5.33,-0.01,240.14,-133.48,2,0
235.56,-131.11,0.03,5.52,-0.01,240.8,-133.48,2,0
236.66,-131.12,0.01,5.55,0.01,241.4,-133.48,2,0
237.76,-131.11,-0.02,5.55,-0.01,242,-133.48,2,0
238.97,-131.12,0.02,5.55,-0.01,242.66,-133.48,2,0
240.22,-131.11,-0.03,5.52,-0.01,243.32,-133.48,2,0
241.42,-131.15,0.03,3.86,-0.01,243.98,-133.48,2,0
242.21,-131.14,0.02,2.33,-0.02,244.64,-133.48,4,0
242.43,-131.14,-0.45,0,-0.02,245.24,-133.48,2,0
242.45,-131.15,-0.45,0,-0.02,245.9,-133.48,2,0
242.47,-131.14,-0.45,0,-0.02,246.56,-133.48,2,0
242.47,-131.14,-0.45,0,-0.02,247.16,-133.49,2,0
242.45,-131.14,-0.45,1.05,-0.02,247.76,-133.49,2,0
242.49,-131.14,-0.45,0,-0.03,248.36,-133.49,2,0
242.51,-131.13,-0.45,1.05,-0.03,248.96,-133.49,2,0
242.68,-131.16,-0.16,1.17,-0.06,249.62,-133.49,2,0
242.95,-131.17,0.45,1.35,-0.05,250.28,-133.49,1,0
243.27,-131.15,0.36,1.53,-0.01,250.94,-133.49,1,0
243.63,-131.18,-0.02,1.74,0.05,251.6,-133.49,2,0
244,-131.15,-0.13,1.9,0.03,252.26,-133.49,2,0
244.45,-131.14,-0.03,2.11,0.02,252.92,-133.49,2,0
244.88,-131.14,0.02,2.24,-0.01,253.52,-133.49,2,0
245.39,-131.14,-0.04,2.44,-0.01,254.18,-133.49,2,0
245.94,-131.13,-0.01,2.59,0.01,254.84,-133.49,2,0
246.48,-131.12,-0.07,2.75,-0.01,255.44,-133.49,2,0
101.8,-133.43,-0.02,1.38,0.01,127.25,-133.3,4,0
102.11,-133.43,-0.02,1.53,0.01,127.34,-133.31,4,0
102.44,-133.42,-0.08,1.68,-0.01,127.57,-133.31,4,0
102.84,-133.41,-0.12,1.84,-0.01,127.96,-133.31,4,0
103.25,-133.43,0.06,2.03,0.01,128.49,-133.31,4,0
103.72,-133.41,0.09,2.2,0.01,129.14,-133.31,2,0
104.21,-133.4,0.33,2.36,0.06,129.8,-133.31,2,0
104.68,-133.36,0.33,2.5,0.11,130.4,-133.31,2,0
105.22,-133.31,0.02,2.69,0.14,131,-133.31,2,0
105.82,-133.23,0.01,2.85,0.13,131.66,-133.32,2,0
106.47,-133.15,0.04,3.04,0.13,132.32,-133.32,2,0
107.07,-133.08,0.11,3.2,0.15,132.92,-133.32,2,0
107.79,-132.95,0.11,3.34,0.17,133.58,-133.33,2,0
108.48,-132.83,0.07,3.57,0.19,134.18,-133.34,2,0
109.26,-132.66,0.05,3.7,0.21,134.84,-133.34,2,0
110.07,-132.51,0.01,3.86,0.22,135.5,-133.35,2,0
110.83,-132.32,0.01,4.04,0.22,136.1,-133.36,2,0
111.64,-132.14,0.01,4.22,0.22,136.7,-133.37,2,0
112.49,-131.97,-0.03,4.35,0.22,137.3,-133.38,1,0
113.45,-131.76,-0.17,4.55,0.19,137.96,-133.38,1,0
114.37,-131.61,-0.12,4.72,0.13,138.56,-133.39,1,0
115.39,-131.51,-0.04,4.91,0.1,139.22,-133.4,1,0
116.41,-131.43,0.05,5.06,0.1,139.82,-133.41,1,0
117.54,-131.3,0.08,5.24,0.14,140.48,-133.42,1,0
118.69,-131.09,0.09,5.46,0.18,141.14,-133.42,1,0
119.79,-130.9,0.05,5.51,0.2,141.74,-133.43,1,0
120.97,-130.66,-0.03,5.55,0.21,142.4,-133.43,2,0
122.06,-130.43,-0.11,5.53,0.19,143,-133.44,2,0
123.27,-130.26,-0.2,5.55,0.11,143.66,-133.44,2,0
124.48,-130.19,-0.27,5.55,-0.01,144.32,-133.44,2,0
125.7,-130.26,-0.23,5.55,-0.13,144.98,-133.44,2,0
126.77,-130.47,-0.14,5.55,-0.21,145.58,-133.44,2,0
127.86,-130.72,-0.06,5.55,-0.26,146.18,-133.44,2,0
129.04,-131.03,0.04,5.55,-0.26,146.84,-133.44,2,0
130.21,-131.36,0.13,5.55,-0.23,147.5,-133.44,2,0
131.41,-131.56,0.22,5.55,-0.15,148.16,-133.44,2,0
132.64,-131.64,0.29,5.53,-0.02,148.82,-133.44,2,0
133.83,-131.58,0.23,5.51,0.12,149.48,-133.44,2,0
134.93,-131.41,0.15,5.55,0.2,150.08,-133.44,2,0
136.1,-131.13,0.06,5.55,0.25,150.74,-133.44,2,0
137.19,-130.84,-0.03,5.55,0.26,151.34,-133.44,2,0
138.26,-130.59,-0.11,5.55,0.23,151.94,-133.44,2,0
139.46,-130.35,-0.2,5.55,0.16,152.6,-133.44,2,0
140.67,-130.23,-0.29,5.52,0.04,153.26,-133.44,2,0
141.91,-130.28,-0.25,5.52,-0.1,153.92,-133.44,2,0
142.99,-130.42,-0.17,5.52,-0.19,154.52,-133.44,2,0
144.18,-130.72,-0.08,5.52,-0.25,155.18,-133.44,2,0
145.36,-131.02,0.02,5.52,-0.27,155.84,-133.44,2,0
146.53,-131.32,0.1,5.55,-0.24,156.5,-133.44,1,0
147.62,-131.56,0.18,5.53,-0.18,157.1,-133.44,1,0
148.82,-131.69,0.27,5.52,-0.08,157.76,-133.44,1,0
149.94,-131.71,0.34,5.52,0.07,158.36,-133.45,1,0
151.13,-131.55,0.3,5.55,0.23,159.02,-133.45,1,0
152.18,-131.22,0.23,5.55,0.35,159.62,-133.45,1,0
153.23,-130.79,0.15,5.55,0.43,160.22,-133.45,1,0
154.32,-130.26,0.06,5.55,0.48,160.88,-133.45,2,0
155.28,-129.75,-0.11,2.26,0.48,161.54,-133.45,2,0
155.76,-129.53,-0.45,2.4,0.4,162.2,-133.45,2,0
156.22,-129.37,-0.45,2.58,0.31,162.8,-133.45,2,0
156.74,-129.23,-0.45,2.74,0.21,163.4,-133.45,2,0
157.36,-129.14,-0.45,2.93,0.09,164.06,-133.45,2,0
158.03,-129.14,-0.45,3.11,-0.05,164.72,-133.45,2,0
158.7,-129.21,-0.45,3.24,-0.18,165.38,-133.45,2,0
159.37,-129.37,-0.34,3.37,-0.29,165.98,-133.45,2,0
160.07,-129.6,-0.12,3.56,-0.35,166.64,-133.45,2,0
160.75,-129.85,0.08,3.74,-0.35,167.24,-133.45,2,0
161.48,-130.09,0.19,3.94,-0.3,167.84,-133.45,2,0
162.34,-130.31,0.2,4.09,-0.23,168.5,-133.45,2,0
163.14,-130.49,0.17,4.27,-0.17,169.1,-133.45,2,0
164.11,-130.62,0.1,4.5,-0.12,169.76,-133.45,2,0
165.1,-130.73,0.09,4.58,-0.09,170.42,-133.45,2,0
166.04,-130.78,0.04,4.74,-0.07,171.02,-133.45,2,0
167.07,-130.85,0.03,4.88,-0.06,171.68,-133.45,2,0
168.18,-130.88,0.06,5.05,-0.03,172.34,-133.45,2,0
169.19,-130.94,0.03,5.16,-0.01,172.94,-133.45,2,0
170.34,-130.93,-0.01,5.33,-0.01,173.6,-133.45,3,0
171.53,-130.94,-0.01,5.55,-0.02,174.26,-133.45,2,0
172.65,-130.96,0.02,5.55,-0.02,174.86,-133.45,2,0
173.86,-130.97,0.01,5.55,-0.01,175.52,-133.45,3,0
174.96,-130.98,-0.05,5.52,-0.02,176.12,-133.45,3,0
176.09,-131.01,-0.1,5.55,-0.05,176.72,-133.45,3,0
177.12,-131.07,0.04,2.26,-0.08,177.38,-133.45,3,0
177.31,-131.08,0.01,0,-0.08,177.98,-133.45,3,0
177.35,-131.11,0.23,1.03,-0.08,178.58,-133.45,2,0
177.43,-131.1,0.37,0,-0.07,179.18,-133.45,2,0
177.48,-131.1,-0.05,0,-0.07,179.84,-133.45,2,0
